country,year,food_supply,region
Lesotho,2004,2540.0,Sub-Saharan Africa
Liberia,2004,2090.0,Sub-Saharan Africa
Lithuania,2004,3360.0,Europe & Central Asia
Luxembourg,2004,3490.0,Europe & Central Asia
"Macedonia, FYR",2004,2870.0,Europe & Central Asia
Madagascar,2004,1980.0,Sub-Saharan Africa
Malawi,2004,2170.0,Sub-Saharan Africa
Malaysia,2004,2830.0,East Asia & Pacific
Maldives,2004,2440.0,South Asia
Mali,2004,2540.0,Sub-Saharan Africa
Malta,2004,3370.0,Middle East & North Africa
Mauritania,2004,2600.0,Sub-Saharan Africa
Mauritius,2004,3020.0,Sub-Saharan Africa
Mexico,2004,3110.0,Latin America & Caribbean
Moldova,2004,2580.0,Europe & Central Asia
Mongolia,2004,2230.0,East Asia & Pacific
Montenegro,2004,,Europe & Central Asia
Morocco,2004,3260.0,Middle East & North Africa
Mozambique,2004,2060.0,Sub-Saharan Africa
Myanmar,2004,2090.0,East Asia & Pacific
Namibia,2004,2270.0,Sub-Saharan Africa
Nepal,2004,2370.0,South Asia
Netherlands,2004,3200.0,Europe & Central Asia
New Zealand,2004,3160.0,East Asia & Pacific
Nicaragua,2004,2360.0,Latin America & Caribbean
Niger,2004,2450.0,Sub-Saharan Africa
Nigeria,2004,2660.0,Sub-Saharan Africa
North Korea,2004,2210.0,East Asia & Pacific
Norway,2004,3480.0,Europe & Central Asia
Oman,2004,2660.0,Middle East & North Africa
Pakistan,2004,2340.0,South Asia
Panama,2004,2250.0,Latin America & Caribbean
Paraguay,2004,2660.0,Latin America & Caribbean
Peru,2004,2300.0,Latin America & Caribbean
Philippines,2004,2460.0,East Asia & Pacific
Poland,2004,3380.0,Europe & Central Asia
Portugal,2004,3540.0,Europe & Central Asia
Romania,2004,3350.0,Europe & Central Asia
Russia,2004,3110.0,Europe & Central Asia
Rwanda,2004,1970.0,Sub-Saharan Africa
Samoa,2004,2880.0,East Asia & Pacific
Sao Tome and Principe,2004,2510.0,
Saudi Arabia,2004,2960.0,Middle East & North Africa
Senegal,2004,2250.0,Sub-Saharan Africa
Serbia,2004,,Europe & Central Asia
Sierra Leone,2004,2020.0,Sub-Saharan Africa
Slovak Republic,2004,2820.0,Europe & Central Asia
Slovenia,2004,3160.0,Europe & Central Asia
Solomon Islands,2004,2400.0,East Asia & Pacific
South Africa,2004,2940.0,Sub-Saharan Africa
South Korea,2004,3100.0,East Asia & Pacific
Spain,2004,3250.0,Europe & Central Asia
Sri Lanka,2004,2350.0,South Asia
St. Kitts and Nevis,2004,2470.0,Latin America & Caribbean
St. Lucia,2004,2650.0,Latin America & Caribbean
St. Vincent and the Grenadines,2004,2710.0,Latin America & Caribbean
Sudan,2004,2270.0,Sub-Saharan Africa
Suriname,2004,2560.0,Latin America & Caribbean
Swaziland,2004,2470.0,Sub-Saharan Africa
Sweden,2004,3150.0,Europe & Central Asia
Switzerland,2004,3410.0,Europe & Central Asia
Tajikistan,2004,1980.0,Europe & Central Asia
Tanzania,2004,2100.0,Sub-Saharan Africa
Thailand,2004,2650.0,East Asia & Pacific
Timor-Leste,2004,2040.0,East Asia & Pacific
Togo,2004,2250.0,Sub-Saharan Africa
Trinidad and Tobago,2004,2780.0,Latin America & Caribbean
Tunisia,2004,3250.0,Middle East & North Africa
Turkey,2004,3610.0,Europe & Central Asia
Turkmenistan,2004,2810.0,Europe & Central Asia
Uganda,2004,2350.0,Sub-Saharan Africa
Ukraine,2004,3190.0,Europe & Central Asia
United Arab Emirates,2004,3290.0,Middle East & North Africa
United Kingdom,2004,3450.0,Europe & Central Asia
United States,2004,3810.0,North America
Uruguay,2004,2830.0,Latin America & Caribbean
Uzbekistan,2004,2390.0,Europe & Central Asia
Vanuatu,2004,2750.0,East Asia & Pacific
Venezuela,2004,2490.0,Latin America & Caribbean
Vietnam,2004,2480.0,East Asia & Pacific
Yemen,2004,2070.0,Middle East & North Africa
Zambia,2004,1870.0,Sub-Saharan Africa
Zimbabwe,2004,2040.0,Sub-Saharan Africa
Afghanistan,2005,1950.0,South Asia
Albania,2005,2870.0,Europe & Central Asia
Algeria,2005,2960.0,Middle East & North Africa
Angola,2005,2080.0,Sub-Saharan Africa
Antigua and Barbuda,2005,2330.0,Latin America & Caribbean
Argentina,2005,3110.0,Latin America & Caribbean
Armenia,2005,2670.0,Europe & Central Asia
Australia,2005,3100.0,East Asia & Pacific
Austria,2005,3640.0,Europe & Central Asia
Azerbaijan,2005,2840.0,Europe & Central Asia
Bahamas,2005,2650.0,
Bangladesh,2005,2370.0,South Asia
Barbados,2005,2890.0,Latin America & Caribbean
Belarus,2005,2990.0,Europe & Central Asia
Belgium,2005,3720.0,Europe & Central Asia
Belize,2005,2820.0,Latin America & Caribbean
Benin,2005,2440.0,Sub-Saharan Africa
Bolivia,2005,2110.0,Latin America & Caribbean
Bosnia and Herzegovina,2005,3040.0,Europe & Central Asia
Botswana,2005,2200.0,Sub-Saharan Africa
Brazil,2005,3080.0,Latin America & Caribbean
Brunei,2005,2980.0,East Asia & Pacific
Bulgaria,2005,2720.0,Europe & Central Asia
Burkina Faso,2005,2460.0,Sub-Saharan Africa
Cambodia,2005,2330.0,East Asia & Pacific
Cameroon,2005,2310.0,Sub-Saharan Africa
Canada,2005,3480.0,North America
Cape Verde,2005,2520.0,
Central African Republic,2005,2030.0,Sub-Saharan Africa
Chad,2005,2030.0,Sub-Saharan Africa
Chile,2005,2910.0,Latin America & Caribbean
China,2005,2880.0,East Asia & Pacific
Colombia,2005,2730.0,Latin America & Caribbean
"Congo, Rep.",2005,2040.0,Sub-Saharan Africa
Costa Rica,2005,2810.0,Latin America & Caribbean
Cote d'Ivoire,2005,2790.0,
Croatia,2005,2980.0,Europe & Central Asia
Cuba,2005,3250.0,Latin America & Caribbean
Cyprus,2005,2570.0,Europe & Central Asia
Czech Republic,2005,3320.0,Europe & Central Asia
Denmark,2005,3410.0,Europe & Central Asia
Djibouti,2005,2270.0,Middle East & North Africa
Dominica,2005,2920.0,Latin America & Caribbean
Dominican Republic,2005,2330.0,Latin America & Caribbean
Ecuador,2005,2250.0,Latin America & Caribbean
Egypt,2005,3370.0,Middle East & North Africa
El Salvador,2005,2570.0,Latin America & Caribbean
Estonia,2005,3170.0,Europe & Central Asia
Ethiopia,2005,1980.0,Sub-Saharan Africa
Fiji,2005,2940.0,East Asia & Pacific
Finland,2005,3200.0,Europe & Central Asia
France,2005,3540.0,Europe & Central Asia
Gabon,2005,2720.0,Sub-Saharan Africa
Gambia,2005,2440.0,
Georgia,2005,2980.0,Europe & Central Asia
Germany,2005,3450.0,Europe & Central Asia
Ghana,2005,2750.0,Sub-Saharan Africa
Greece,2005,3590.0,Europe & Central Asia
Grenada,2005,2370.0,Latin America & Caribbean
Guatemala,2005,2380.0,Latin America & Caribbean
Guinea,2005,2440.0,Sub-Saharan Africa
Guinea-Bissau,2005,2270.0,Sub-Saharan Africa
Guyana,2005,2690.0,Latin America & Caribbean
Haiti,2005,1880.0,Latin America & Caribbean
Honduras,2005,2490.0,Latin America & Caribbean
Hungary,2005,3270.0,Europe & Central Asia
Iceland,2005,3320.0,Europe & Central Asia
India,2005,2270.0,South Asia
Indonesia,2005,2470.0,East Asia & Pacific
Iran,2005,3070.0,Middle East & North Africa
Iraq,2005,2350.0,Middle East & North Africa
Ireland,2005,3490.0,Europe & Central Asia
Israel,2005,3630.0,Middle East & North Africa
Italy,2005,3570.0,Europe & Central Asia
Jamaica,2005,2800.0,Latin America & Caribbean
Japan,2005,2830.0,East Asia & Pacific
Jordan,2005,3120.0,Middle East & North Africa
Kazakhstan,2005,3030.0,Europe & Central Asia
Kenya,2005,2160.0,Sub-Saharan Africa
Kiribati,2005,2940.0,East Asia & Pacific
Kuwait,2005,3580.0,Middle East & North Africa
Kyrgyz Republic,2005,2750.0,Europe & Central Asia
Lao,2005,2270.0,
Latvia,2005,3140.0,Europe & Central Asia
Lebanon,2005,3120.0,Middle East & North Africa
Lesotho,2005,2570.0,Sub-Saharan Africa
Liberia,2005,2160.0,Sub-Saharan Africa
Lithuania,2005,3460.0,Europe & Central Asia
Luxembourg,2005,3500.0,Europe & Central Asia
"Macedonia, FYR",2005,2780.0,Europe & Central Asia
Madagascar,2005,2060.0,Sub-Saharan Africa
Malawi,2005,2190.0,Sub-Saharan Africa
Malaysia,2005,2790.0,East Asia & Pacific
Maldives,2005,2460.0,South Asia
Mali,2005,2580.0,Sub-Saharan Africa
Malta,2005,3370.0,Middle East & North Africa
Mauritania,2005,2630.0,Sub-Saharan Africa
Mauritius,2005,3010.0,Sub-Saharan Africa
Mexico,2005,3070.0,Latin America & Caribbean
Moldova,2005,2630.0,Europe & Central Asia
Mongolia,2005,2250.0,East Asia & Pacific
Montenegro,2005,,Europe & Central Asia
Morocco,2005,3210.0,Middle East & North Africa
Mozambique,2005,2040.0,Sub-Saharan Africa
Myanmar,2005,2140.0,East Asia & Pacific
Namibia,2005,2240.0,Sub-Saharan Africa
Nepal,2005,2410.0,South Asia
Netherlands,2005,3230.0,Europe & Central Asia
New Zealand,2005,3180.0,East Asia & Pacific
Nicaragua,2005,2400.0,Latin America & Caribbean
Niger,2005,2440.0,Sub-Saharan Africa
Nigeria,2005,2710.0,Sub-Saharan Africa
North Korea,2005,2180.0,East Asia & Pacific
Norway,2005,3520.0,Europe & Central Asia
Oman,2005,2720.0,Middle East & North Africa
Pakistan,2005,2360.0,South Asia
Panama,2005,2330.0,Latin America & Caribbean
Paraguay,2005,2600.0,Latin America & Caribbean
Peru,2005,2410.0,Latin America & Caribbean
Philippines,2005,2470.0,East Asia & Pacific
Poland,2005,3370.0,Europe & Central Asia
Portugal,2005,3530.0,Europe & Central Asia
Romania,2005,3400.0,Europe & Central Asia
Russia,2005,3200.0,Europe & Central Asia
Rwanda,2005,2040.0,Sub-Saharan Africa
Samoa,2005,2890.0,East Asia & Pacific
Sao Tome and Principe,2005,2550.0,
Saudi Arabia,2005,2990.0,Middle East & North Africa
Senegal,2005,2240.0,Sub-Saharan Africa
Serbia,2005,,Europe & Central Asia
Sierra Leone,2005,2080.0,Sub-Saharan Africa
Slovak Republic,2005,2840.0,Europe & Central Asia
Slovenia,2005,3070.0,Europe & Central Asia
Solomon Islands,2005,2430.0,East Asia & Pacific
South Africa,2005,2950.0,Sub-Saharan Africa
South Korea,2005,3100.0,East Asia & Pacific
Spain,2005,3220.0,Europe & Central Asia
Sri Lanka,2005,2350.0,South Asia
St. Kitts and Nevis,2005,2410.0,Latin America & Caribbean
St. Lucia,2005,2650.0,Latin America & Caribbean
St. Vincent and the Grenadines,2005,2780.0,Latin America & Caribbean
Sudan,2005,2300.0,Sub-Saharan Africa
Suriname,2005,2610.0,Latin America & Caribbean
Swaziland,2005,2370.0,Sub-Saharan Africa
Sweden,2005,3120.0,Europe & Central Asia
Switzerland,2005,3390.0,Europe & Central Asia
Tajikistan,2005,2060.0,Europe & Central Asia
Tanzania,2005,2130.0,Sub-Saharan Africa
Thailand,2005,2720.0,East Asia & Pacific
Timor-Leste,2005,2030.0,East Asia & Pacific
Togo,2005,2240.0,Sub-Saharan Africa
Trinidad and Tobago,2005,2760.0,Latin America & Caribbean
Tunisia,2005,3220.0,Middle East & North Africa
Turkey,2005,3610.0,Europe & Central Asia
Turkmenistan,2005,2830.0,Europe & Central Asia
Uganda,2005,2330.0,Sub-Saharan Africa
Ukraine,2005,3210.0,Europe & Central Asia
United Arab Emirates,2005,3210.0,Middle East & North Africa
United Kingdom,2005,3440.0,Europe & Central Asia
United States,2005,3830.0,North America
Uruguay,2005,2810.0,Latin America & Caribbean
Uzbekistan,2005,2470.0,Europe & Central Asia
Vanuatu,2005,2780.0,East Asia & Pacific
Venezuela,2005,2490.0,Latin America & Caribbean
Vietnam,2005,2470.0,East Asia & Pacific
Yemen,2005,2090.0,Middle East & North Africa
Zambia,2005,1870.0,Sub-Saharan Africa
Zimbabwe,2005,2030.0,Sub-Saharan Africa
Afghanistan,2006,1970.0,South Asia
Albania,2006,2860.0,Europe & Central Asia
Algeria,2006,3050.0,Middle East & North Africa
Angola,2006,2120.0,Sub-Saharan Africa
Antigua and Barbuda,2006,2330.0,Latin America & Caribbean
Argentina,2006,3110.0,Latin America & Caribbean
Armenia,2006,2760.0,Europe & Central Asia
Australia,2006,3160.0,East Asia & Pacific
Austria,2006,3720.0,Europe & Central Asia
Azerbaijan,2006,3010.0,Europe & Central Asia
Bahamas,2006,2630.0,
Bangladesh,2006,2370.0,South Asia
Barbados,2006,2840.0,Latin America & Caribbean
Belarus,2006,3080.0,Europe & Central Asia
Belgium,2006,3720.0,Europe & Central Asia
Belize,2006,2800.0,Latin America & Caribbean
Benin,2006,2450.0,Sub-Saharan Africa
Bolivia,2006,2160.0,Latin America & Caribbean
Bosnia and Herzegovina,2006,3020.0,Europe & Central Asia
Botswana,2006,2150.0,Sub-Saharan Africa
Brazil,2006,3100.0,Latin America & Caribbean
Brunei,2006,2970.0,East Asia & Pacific
Bulgaria,2006,2760.0,Europe & Central Asia
Burkina Faso,2006,2560.0,Sub-Saharan Africa
Cambodia,2006,2380.0,East Asia & Pacific
Cameroon,2006,2350.0,Sub-Saharan Africa
Canada,2006,3470.0,North America
Cape Verde,2006,2510.0,
Central African Republic,2006,2030.0,Sub-Saharan Africa
Chad,2006,2020.0,Sub-Saharan Africa
Chile,2006,2960.0,Latin America & Caribbean
China,2006,2880.0,East Asia & Pacific
Colombia,2006,2770.0,Latin America & Caribbean
"Congo, Rep.",2006,2140.0,Sub-Saharan Africa
Costa Rica,2006,2870.0,Latin America & Caribbean
Cote d'Ivoire,2006,2780.0,
Croatia,2006,3070.0,Europe & Central Asia
Cuba,2006,3260.0,Latin America & Caribbean
Cyprus,2006,2560.0,Europe & Central Asia
Czech Republic,2006,3280.0,Europe & Central Asia
Denmark,2006,3410.0,Europe & Central Asia
Djibouti,2006,2310.0,Middle East & North Africa
Dominica,2006,2920.0,Latin America & Caribbean
Dominican Republic,2006,2370.0,Latin America & Caribbean
Ecuador,2006,2230.0,Latin America & Caribbean
Egypt,2006,3390.0,Middle East & North Africa
El Salvador,2006,2580.0,Latin America & Caribbean
Estonia,2006,3200.0,Europe & Central Asia
Ethiopia,2006,1970.0,Sub-Saharan Africa
Fiji,2006,2950.0,East Asia & Pacific
Finland,2006,3240.0,Europe & Central Asia
France,2006,3510.0,Europe & Central Asia
Gabon,2006,2720.0,Sub-Saharan Africa
Gambia,2006,2400.0,
Georgia,2006,2860.0,Europe & Central Asia
Germany,2006,3470.0,Europe & Central Asia
Ghana,2006,2820.0,Sub-Saharan Africa
Greece,2006,3490.0,Europe & Central Asia
Grenada,2006,2400.0,Latin America & Caribbean
Guatemala,2006,2420.0,Latin America & Caribbean
Guinea,2006,2500.0,Sub-Saharan Africa
Guinea-Bissau,2006,2250.0,Sub-Saharan Africa
Guyana,2006,2660.0,Latin America & Caribbean
Haiti,2006,1940.0,Latin America & Caribbean
Honduras,2006,2530.0,Latin America & Caribbean
Hungary,2006,3280.0,Europe & Central Asia
Iceland,2006,3400.0,Europe & Central Asia
India,2006,2330.0,South Asia
Indonesia,2006,2480.0,East Asia & Pacific
Iran,2006,3000.0,Middle East & North Africa
Iraq,2006,2370.0,Middle East & North Africa
Ireland,2006,3500.0,Europe & Central Asia
Israel,2006,3620.0,Middle East & North Africa
Italy,2006,3630.0,Europe & Central Asia
Jamaica,2006,2790.0,Latin America & Caribbean
Japan,2006,2780.0,East Asia & Pacific
Jordan,2006,3150.0,Middle East & North Africa
Kazakhstan,2006,3070.0,Europe & Central Asia
Kenya,2006,2160.0,Sub-Saharan Africa
Kiribati,2006,2900.0,East Asia & Pacific
Kuwait,2006,3590.0,Middle East & North Africa
Kyrgyz Republic,2006,2660.0,Europe & Central Asia
Lao,2006,2240.0,
Latvia,2006,3210.0,Europe & Central Asia
Lebanon,2006,3130.0,Middle East & North Africa
Lesotho,2006,2600.0,Sub-Saharan Africa
Liberia,2006,2120.0,Sub-Saharan Africa
Lithuania,2006,3470.0,Europe & Central Asia
Luxembourg,2006,3510.0,Europe & Central Asia
"Macedonia, FYR",2006,2830.0,Europe & Central Asia
Madagascar,2006,2080.0,Sub-Saharan Africa
Malawi,2006,2270.0,Sub-Saharan Africa
Malaysia,2006,2810.0,East Asia & Pacific
Maldives,2006,2390.0,South Asia
Mali,2006,2650.0,Sub-Saharan Africa
Malta,2006,3370.0,Middle East & North Africa
Mauritania,2006,2600.0,Sub-Saharan Africa
Mauritius,2006,3020.0,Sub-Saharan Africa
Mexico,2006,3080.0,Latin America & Caribbean
Moldova,2006,2690.0,Europe & Central Asia
Mongolia,2006,2290.0,East Asia & Pacific
Montenegro,2006,3280.0,Europe & Central Asia
Morocco,2006,3270.0,Middle East & North Africa
Mozambique,2006,2110.0,Sub-Saharan Africa
Myanmar,2006,2210.0,East Asia & Pacific
Namibia,2006,2230.0,Sub-Saharan Africa
Nepal,2006,2380.0,South Asia
Netherlands,2006,3210.0,Europe & Central Asia
New Zealand,2006,3150.0,East Asia & Pacific
Nicaragua,2006,2410.0,Latin America & Caribbean
Niger,2006,2440.0,Sub-Saharan Africa
Nigeria,2006,2730.0,Sub-Saharan Africa
North Korea,2006,2140.0,East Asia & Pacific
Norway,2006,3450.0,Europe & Central Asia
Oman,2006,2770.0,Middle East & North Africa
Pakistan,2006,2380.0,South Asia
Panama,2006,2350.0,Latin America & Caribbean
Paraguay,2006,2620.0,Latin America & Caribbean
Peru,2006,2430.0,Latin America & Caribbean
Philippines,2006,2510.0,East Asia & Pacific
Poland,2006,3350.0,Europe & Central Asia
Portugal,2006,3520.0,Europe & Central Asia
Romania,2006,3430.0,Europe & Central Asia
Russia,2006,3250.0,Europe & Central Asia
Rwanda,2006,2040.0,Sub-Saharan Africa
Samoa,2006,2860.0,East Asia & Pacific
Sao Tome and Principe,2006,2550.0,
Saudi Arabia,2006,3050.0,Middle East & North Africa
Senegal,2006,2310.0,Sub-Saharan Africa
Serbia,2006,2750.0,Europe & Central Asia
Sierra Leone,2006,2160.0,Sub-Saharan Africa
Slovak Republic,2006,2830.0,Europe & Central Asia
Slovenia,2006,3120.0,Europe & Central Asia
Solomon Islands,2006,2460.0,East Asia & Pacific
South Africa,2006,2930.0,Sub-Saharan Africa
South Korea,2006,3110.0,East Asia & Pacific
Spain,2006,3230.0,Europe & Central Asia
Sri Lanka,2006,2380.0,South Asia
St. Kitts and Nevis,2006,2430.0,Latin America & Caribbean
St. Lucia,2006,2630.0,Latin America & Caribbean
St. Vincent and the Grenadines,2006,2800.0,Latin America & Caribbean
Sudan,2006,2330.0,Sub-Saharan Africa
Suriname,2006,2630.0,Latin America & Caribbean
Swaziland,2006,2330.0,Sub-Saharan Africa
Sweden,2006,3090.0,Europe & Central Asia
Switzerland,2006,3430.0,Europe & Central Asia
Tajikistan,2006,2060.0,Europe & Central Asia
Tanzania,2006,2140.0,Sub-Saharan Africa
Thailand,2006,2800.0,East Asia & Pacific
Timor-Leste,2006,2040.0,East Asia & Pacific
Togo,2006,2280.0,Sub-Saharan Africa
Trinidad and Tobago,2006,2800.0,Latin America & Caribbean
Tunisia,2006,3270.0,Middle East & North Africa
Turkey,2006,3650.0,Europe & Central Asia
Turkmenistan,2006,2840.0,Europe & Central Asia
Uganda,2006,2280.0,Sub-Saharan Africa
Ukraine,2006,3240.0,Europe & Central Asia
United Arab Emirates,2006,3200.0,Middle East & North Africa
United Kingdom,2006,3440.0,Europe & Central Asia
United States,2006,3780.0,North America
Uruguay,2006,2820.0,Latin America & Caribbean
Uzbekistan,2006,2560.0,Europe & Central Asia
Vanuatu,2006,2800.0,East Asia & Pacific
Venezuela,2006,2510.0,Latin America & Caribbean
Vietnam,2006,2480.0,East Asia & Pacific
Yemen,2006,2120.0,Middle East & North Africa
Zambia,2006,1840.0,Sub-Saharan Africa
Zimbabwe,2006,2120.0,Sub-Saharan Africa
Afghanistan,2007,2050.0,South Asia
Albania,2007,2860.0,Europe & Central Asia
Algeria,2007,3040.0,Middle East & North Africa
Angola,2007,2170.0,Sub-Saharan Africa
Antigua and Barbuda,2007,2410.0,Latin America & Caribbean
Argentina,2007,3150.0,Latin America & Caribbean
Armenia,2007,2760.0,Europe & Central Asia
Australia,2007,3200.0,East Asia & Pacific
Austria,2007,3740.0,Europe & Central Asia
Azerbaijan,2007,3020.0,Europe & Central Asia
Bahamas,2007,2610.0,
Bangladesh,2007,2420.0,South Asia
Barbados,2007,2910.0,Latin America & Caribbean
Belarus,2007,3190.0,Europe & Central Asia
Belgium,2007,3710.0,Europe & Central Asia
Belize,2007,2790.0,Latin America & Caribbean
Benin,2007,2560.0,Sub-Saharan Africa
Bolivia,2007,2170.0,Latin America & Caribbean
Bosnia and Herzegovina,2007,3060.0,Europe & Central Asia
Botswana,2007,2170.0,Sub-Saharan Africa
Brazil,2007,3110.0,Latin America & Caribbean
Brunei,2007,2920.0,East Asia & Pacific
Bulgaria,2007,2730.0,Europe & Central Asia
Burkina Faso,2007,2550.0,Sub-Saharan Africa
Cambodia,2007,2390.0,East Asia & Pacific
Cameroon,2007,2380.0,Sub-Saharan Africa
Canada,2007,3480.0,North America
Cape Verde,2007,2570.0,
Central African Republic,2007,2090.0,Sub-Saharan Africa
Chad,2007,2030.0,Sub-Saharan Africa
Chile,2007,2930.0,Latin America & Caribbean
China,2007,2920.0,East Asia & Pacific
Colombia,2007,2800.0,Latin America & Caribbean
"Congo, Rep.",2007,2140.0,Sub-Saharan Africa
Costa Rica,2007,2860.0,Latin America & Caribbean
Cote d'Ivoire,2007,2790.0,
Croatia,2007,3080.0,Europe & Central Asia
Cuba,2007,3250.0,Latin America & Caribbean
Cyprus,2007,2640.0,Europe & Central Asia
Czech Republic,2007,3260.0,Europe & Central Asia
Denmark,2007,3450.0,Europe & Central Asia
Djibouti,2007,2410.0,Middle East & North Africa
Dominica,2007,3040.0,Latin America & Caribbean
Dominican Republic,2007,2400.0,Latin America & Caribbean
Ecuador,2007,2210.0,Latin America & Caribbean
Egypt,2007,3450.0,Middle East & North Africa
El Salvador,2007,2570.0,Latin America & Caribbean
Estonia,2007,3220.0,Europe & Central Asia
Ethiopia,2007,1960.0,Sub-Saharan Africa
Fiji,2007,2920.0,East Asia & Pacific
Finland,2007,3280.0,Europe & Central Asia
France,2007,3470.0,Europe & Central Asia
Gabon,2007,2710.0,Sub-Saharan Africa
Gambia,2007,2540.0,
Georgia,2007,2900.0,Europe & Central Asia
Germany,2007,3530.0,Europe & Central Asia
Ghana,2007,2800.0,Sub-Saharan Africa
Greece,2007,3510.0,Europe & Central Asia
Grenada,2007,2400.0,Latin America & Caribbean
Guatemala,2007,2450.0,Latin America & Caribbean
Guinea,2007,2510.0,Sub-Saharan Africa
Guinea-Bissau,2007,2290.0,Sub-Saharan Africa
Guyana,2007,2660.0,Latin America & Caribbean
Haiti,2007,1970.0,Latin America & Caribbean
Honduras,2007,2570.0,Latin America & Caribbean
Hungary,2007,3160.0,Europe & Central Asia
Iceland,2007,3460.0,Europe & Central Asia
India,2007,2400.0,South Asia
Indonesia,2007,2520.0,East Asia & Pacific
Iran,2007,3030.0,Middle East & North Africa
Iraq,2007,2380.0,Middle East & North Africa
Ireland,2007,3530.0,Europe & Central Asia
Israel,2007,3530.0,Middle East & North Africa
Italy,2007,3620.0,Europe & Central Asia
Jamaica,2007,2790.0,Latin America & Caribbean
Japan,2007,2820.0,East Asia & Pacific
Jordan,2007,3120.0,Middle East & North Africa
Kazakhstan,2007,3160.0,Europe & Central Asia
Kenya,2007,2110.0,Sub-Saharan Africa
Kiribati,2007,2890.0,East Asia & Pacific
Kuwait,2007,3570.0,Middle East & North Africa
Kyrgyz Republic,2007,2680.0,Europe & Central Asia
Lao,2007,2280.0,
Latvia,2007,3160.0,Europe & Central Asia
Lebanon,2007,3180.0,Middle East & North Africa
Lesotho,2007,2560.0,Sub-Saharan Africa
Liberia,2007,2150.0,Sub-Saharan Africa
Lithuania,2007,3560.0,Europe & Central Asia
Luxembourg,2007,3500.0,Europe & Central Asia
"Macedonia, FYR",2007,3020.0,Europe & Central Asia
Madagascar,2007,2100.0,Sub-Saharan Africa
Malawi,2007,2290.0,Sub-Saharan Africa
Malaysia,2007,2840.0,East Asia & Pacific
Maldives,2007,2490.0,South Asia
Mali,2007,2720.0,Sub-Saharan Africa
Malta,2007,3370.0,Middle East & North Africa
Mauritania,2007,2730.0,Sub-Saharan Africa
Mauritius,2007,3080.0,Sub-Saharan Africa
Mexico,2007,3100.0,Latin America & Caribbean
Moldova,2007,2750.0,Europe & Central Asia
Mongolia,2007,2340.0,East Asia & Pacific
Montenegro,2007,3410.0,Europe & Central Asia
Morocco,2007,3250.0,Middle East & North Africa
Mozambique,2007,2080.0,Sub-Saharan Africa
Myanmar,2007,2280.0,East Asia & Pacific
Namibia,2007,2220.0,Sub-Saharan Africa
Nepal,2007,2430.0,South Asia
Netherlands,2007,3240.0,Europe & Central Asia
New Zealand,2007,3180.0,East Asia & Pacific
Nicaragua,2007,2470.0,Latin America & Caribbean
Niger,2007,2460.0,Sub-Saharan Africa
Nigeria,2007,2720.0,Sub-Saharan Africa
North Korea,2007,2110.0,East Asia & Pacific
Norway,2007,3460.0,Europe & Central Asia
Oman,2007,2830.0,Middle East & North Africa
Pakistan,2007,2420.0,South Asia
Panama,2007,2470.0,Latin America & Caribbean
Paraguay,2007,2570.0,Latin America & Caribbean
Peru,2007,2460.0,Latin America & Caribbean
Philippines,2007,2570.0,East Asia & Pacific
Poland,2007,3360.0,Europe & Central Asia
Portugal,2007,3530.0,Europe & Central Asia
Romania,2007,3380.0,Europe & Central Asia
Russia,2007,3310.0,Europe & Central Asia
Rwanda,2007,2050.0,Sub-Saharan Africa
Samoa,2007,2850.0,East Asia & Pacific
Sao Tome and Principe,2007,2510.0,
Saudi Arabia,2007,3050.0,Middle East & North Africa
Senegal,2007,2340.0,Sub-Saharan Africa
Serbia,2007,2710.0,Europe & Central Asia
Sierra Leone,2007,2190.0,Sub-Saharan Africa
Slovak Republic,2007,2790.0,Europe & Central Asia
Slovenia,2007,3140.0,Europe & Central Asia
Solomon Islands,2007,2420.0,East Asia & Pacific
South Africa,2007,2920.0,Sub-Saharan Africa
South Korea,2007,3140.0,East Asia & Pacific
Spain,2007,3220.0,Europe & Central Asia
Sri Lanka,2007,2380.0,South Asia
St. Kitts and Nevis,2007,2450.0,Latin America & Caribbean
St. Lucia,2007,2590.0,Latin America & Caribbean
St. Vincent and the Grenadines,2007,2830.0,Latin America & Caribbean
Sudan,2007,2340.0,Sub-Saharan Africa
Suriname,2007,2670.0,Latin America & Caribbean
Swaziland,2007,2310.0,Sub-Saharan Africa
Sweden,2007,3090.0,Europe & Central Asia
Switzerland,2007,3430.0,Europe & Central Asia
Tajikistan,2007,2060.0,Europe & Central Asia
Tanzania,2007,2220.0,Sub-Saharan Africa
Thailand,2007,2770.0,East Asia & Pacific
Timor-Leste,2007,2050.0,East Asia & Pacific
Togo,2007,2300.0,Sub-Saharan Africa
Trinidad and Tobago,2007,2850.0,Latin America & Caribbean
Tunisia,2007,3250.0,Middle East & North Africa
Turkey,2007,3630.0,Europe & Central Asia
Turkmenistan,2007,2900.0,Europe & Central Asia
Uganda,2007,2210.0,Sub-Saharan Africa
Ukraine,2007,3250.0,Europe & Central Asia
United Arab Emirates,2007,3190.0,Middle East & North Africa
United Kingdom,2007,3420.0,Europe & Central Asia
United States,2007,3760.0,North America
Uruguay,2007,2890.0,Latin America & Caribbean
Uzbekistan,2007,2580.0,Europe & Central Asia
Vanuatu,2007,2860.0,East Asia & Pacific
Venezuela,2007,2610.0,Latin America & Caribbean
Vietnam,2007,2550.0,East Asia & Pacific
Yemen,2007,2160.0,Middle East & North Africa
