country,year,food_supply,region,lifeexpband
Japan,1999,2900.0,East Asia & Pacific,H
Jordan,1999,2660.0,Middle East & North Africa,H
Kazakhstan,1999,2740.0,Europe & Central Asia,M
Kenya,1999,2080.0,Sub-Saharan Africa,M
Kiribati,1999,2860.0,East Asia & Pacific,L
Kuwait,1999,3400.0,Middle East & North Africa,H
Kyrgyz Republic,1999,2520.0,Europe & Central Asia,M
Lao,1999,2040.0,,M
Latvia,1999,2840.0,Europe & Central Asia,H
Lebanon,1999,3380.0,Middle East & North Africa,H
Lesotho,1999,2460.0,Sub-Saharan Africa,L
Liberia,1999,2090.0,Sub-Saharan Africa,L
Lithuania,1999,3130.0,Europe & Central Asia,H
Luxembourg,1999,,Europe & Central Asia,H
"Macedonia, FYR",1999,2790.0,Europe & Central Asia,H
Madagascar,1999,2010.0,Sub-Saharan Africa,L
Malawi,1999,2180.0,Sub-Saharan Africa,L
Malaysia,1999,2910.0,East Asia & Pacific,H
Maldives,1999,2480.0,South Asia,H
Mali,1999,2450.0,Sub-Saharan Africa,L
Malta,1999,3370.0,Middle East & North Africa,H
Mauritania,1999,2640.0,Sub-Saharan Africa,M
Mauritius,1999,2860.0,Sub-Saharan Africa,H
Mexico,1999,2980.0,Latin America & Caribbean,H
Moldova,1999,2480.0,Europe & Central Asia,M
Mongolia,1999,2140.0,East Asia & Pacific,M
Montenegro,1999,,Europe & Central Asia,H
Morocco,1999,3080.0,Middle East & North Africa,H
Mozambique,1999,2000.0,Sub-Saharan Africa,L
Myanmar,1999,1840.0,East Asia & Pacific,M
Namibia,1999,2170.0,Sub-Saharan Africa,L
Nepal,1999,2310.0,South Asia,M
Netherlands,1999,3280.0,Europe & Central Asia,H
New Zealand,1999,3190.0,East Asia & Pacific,H
Nicaragua,1999,2080.0,Latin America & Caribbean,H
Niger,1999,2220.0,Sub-Saharan Africa,L
Nigeria,1999,2630.0,Sub-Saharan Africa,L
North Korea,1999,2110.0,East Asia & Pacific,M
Norway,1999,3420.0,Europe & Central Asia,H
Oman,1999,2630.0,Middle East & North Africa,H
Pakistan,1999,2420.0,South Asia,M
Panama,1999,2210.0,Latin America & Caribbean,H
Paraguay,1999,2640.0,Latin America & Caribbean,H
Peru,1999,2270.0,Latin America & Caribbean,H
Philippines,1999,2360.0,East Asia & Pacific,M
Poland,1999,3380.0,Europe & Central Asia,H
Portugal,1999,3560.0,Europe & Central Asia,H
Romania,1999,3080.0,Europe & Central Asia,H
Russia,1999,2890.0,Europe & Central Asia,M
Rwanda,1999,1740.0,Sub-Saharan Africa,M
Samoa,1999,2710.0,East Asia & Pacific,M
Sao Tome and Principe,1999,2240.0,,M
Saudi Arabia,1999,3070.0,Middle East & North Africa,H
Senegal,1999,2150.0,Sub-Saharan Africa,M
Serbia,1999,,Europe & Central Asia,H
Sierra Leone,1999,2070.0,Sub-Saharan Africa,L
Slovak Republic,1999,2880.0,Europe & Central Asia,H
Slovenia,1999,3060.0,Europe & Central Asia,H
Solomon Islands,1999,2310.0,East Asia & Pacific,L
South Africa,1999,2840.0,Sub-Saharan Africa,L
South Korea,1999,3100.0,East Asia & Pacific,H
Spain,1999,3330.0,Europe & Central Asia,H
Sri Lanka,1999,2380.0,South Asia,H
St. Kitts and Nevis,1999,2380.0,Latin America & Caribbean,
St. Lucia,1999,2710.0,Latin America & Caribbean,H
St. Vincent and the Grenadines,1999,2470.0,Latin America & Caribbean,M
Sudan,1999,2180.0,Sub-Saharan Africa,M
Suriname,1999,2490.0,Latin America & Caribbean,M
Swaziland,1999,2270.0,Sub-Saharan Africa,L
Sweden,1999,3120.0,Europe & Central Asia,H
Switzerland,1999,3320.0,Europe & Central Asia,H
Tajikistan,1999,1940.0,Europe & Central Asia,M
Tanzania,1999,2060.0,Sub-Saharan Africa,L
Thailand,1999,2560.0,East Asia & Pacific,H
Timor-Leste,1999,1830.0,East Asia & Pacific,M
Togo,1999,2150.0,Sub-Saharan Africa,L
Trinidad and Tobago,1999,2670.0,Latin America & Caribbean,H
Tunisia,1999,3370.0,Middle East & North Africa,H
Turkey,1999,3620.0,Europe & Central Asia,H
Turkmenistan,1999,2600.0,Europe & Central Asia,M
Uganda,1999,2250.0,Sub-Saharan Africa,L
Ukraine,1999,2780.0,Europe & Central Asia,M
United Arab Emirates,1999,3380.0,Middle East & North Africa,H
United Kingdom,1999,3400.0,Europe & Central Asia,H
United States,1999,3670.0,North America,H
Uruguay,1999,2830.0,Latin America & Caribbean,H
Uzbekistan,1999,2430.0,Europe & Central Asia,M
Vanuatu,1999,2720.0,East Asia & Pacific,L
Venezuela,1999,2340.0,Latin America & Caribbean,H
Vietnam,1999,2200.0,East Asia & Pacific,H
Yemen,1999,2080.0,Middle East & North Africa,M
Zambia,1999,1960.0,Sub-Saharan Africa,L
Zimbabwe,1999,2000.0,Sub-Saharan Africa,L
Afghanistan,2000,1790.0,South Asia,L
Albania,2000,2730.0,Europe & Central Asia,H
Algeria,2000,2810.0,Middle East & North Africa,H
Angola,2000,1790.0,Sub-Saharan Africa,L
Antigua and Barbuda,2000,2150.0,Latin America & Caribbean,H
Argentina,2000,3260.0,Latin America & Caribbean,H
Armenia,2000,2240.0,Europe & Central Asia,H
Australia,2000,2990.0,East Asia & Pacific,H
Austria,2000,3730.0,Europe & Central Asia,H
Azerbaijan,2000,2280.0,Europe & Central Asia,M
Bahamas,2000,2780.0,,H
Bangladesh,2000,2260.0,South Asia,M
Barbados,2000,2800.0,Latin America & Caribbean,H
Belarus,2000,2990.0,Europe & Central Asia,H
Belgium,2000,3710.0,Europe & Central Asia,H
Belize,2000,2690.0,Latin America & Caribbean,M
Benin,2000,2250.0,Sub-Saharan Africa,L
Bolivia,2000,2080.0,Latin America & Caribbean,M
Bosnia and Herzegovina,2000,2800.0,Europe & Central Asia,H
Botswana,2000,2080.0,Sub-Saharan Africa,L
Brazil,2000,2880.0,Latin America & Caribbean,H
Brunei,2000,2800.0,East Asia & Pacific,H
Bulgaria,2000,2810.0,Europe & Central Asia,H
Burkina Faso,2000,2320.0,Sub-Saharan Africa,L
Cambodia,2000,2120.0,East Asia & Pacific,M
Cameroon,2000,2120.0,Sub-Saharan Africa,L
Canada,2000,3510.0,North America,H
Cape Verde,2000,2360.0,,H
Central African Republic,2000,1980.0,Sub-Saharan Africa,L
Chad,2000,1950.0,Sub-Saharan Africa,L
Chile,2000,2830.0,Latin America & Caribbean,H
China,2000,2810.0,East Asia & Pacific,H
Colombia,2000,2780.0,Latin America & Caribbean,H
"Congo, Rep.",2000,2180.0,Sub-Saharan Africa,L
Costa Rica,2000,2800.0,Latin America & Caribbean,H
Cote d'Ivoire,2000,2610.0,,L
Croatia,2000,2560.0,Europe & Central Asia,H
Cuba,2000,3030.0,Latin America & Caribbean,H
Cyprus,2000,2680.0,Europe & Central Asia,H
Czech Republic,2000,3080.0,Europe & Central Asia,H
Denmark,2000,3310.0,Europe & Central Asia,H
Djibouti,2000,1990.0,Middle East & North Africa,M
Dominica,2000,3060.0,Latin America & Caribbean,M
Dominican Republic,2000,2220.0,Latin America & Caribbean,H
Ecuador,2000,2290.0,Latin America & Caribbean,H
Egypt,2000,3370.0,Middle East & North Africa,M
El Salvador,2000,2540.0,Latin America & Caribbean,H
Estonia,2000,3050.0,Europe & Central Asia,H
Ethiopia,2000,1790.0,Sub-Saharan Africa,M
Fiji,2000,2830.0,East Asia & Pacific,M
Finland,2000,3150.0,Europe & Central Asia,H
France,2000,3610.0,Europe & Central Asia,H
Gabon,2000,2720.0,Sub-Saharan Africa,M
Gambia,2000,2590.0,,M
Georgia,2000,2570.0,Europe & Central Asia,H
Germany,2000,3340.0,Europe & Central Asia,H
Ghana,2000,2510.0,Sub-Saharan Africa,M
Greece,2000,3600.0,Europe & Central Asia,H
Grenada,2000,2220.0,Latin America & Caribbean,M
Guatemala,2000,2160.0,Latin America & Caribbean,M
Guinea,2000,2360.0,Sub-Saharan Africa,L
Guinea-Bissau,2000,2250.0,Sub-Saharan Africa,L
Guyana,2000,2730.0,Latin America & Caribbean,M
Haiti,2000,1960.0,Latin America & Caribbean,L
Honduras,2000,2370.0,Latin America & Caribbean,M
Hungary,2000,3170.0,Europe & Central Asia,H
Iceland,2000,3150.0,Europe & Central Asia,H
India,2000,2380.0,South Asia,M
Indonesia,2000,2440.0,East Asia & Pacific,M
Iran,2000,3050.0,Middle East & North Africa,H
Iraq,2000,2180.0,Middle East & North Africa,M
Ireland,2000,3730.0,Europe & Central Asia,H
Israel,2000,3550.0,Middle East & North Africa,H
Italy,2000,3670.0,Europe & Central Asia,H
Jamaica,2000,2730.0,Latin America & Caribbean,H
Japan,2000,2900.0,East Asia & Pacific,H
Jordan,2000,2730.0,Middle East & North Africa,H
Kazakhstan,2000,2810.0,Europe & Central Asia,M
Kenya,2000,2050.0,Sub-Saharan Africa,M
Kiribati,2000,2840.0,East Asia & Pacific,L
Kuwait,2000,3440.0,Middle East & North Africa,H
Kyrgyz Republic,2000,2400.0,Europe & Central Asia,M
Lao,2000,2120.0,,M
Latvia,2000,2790.0,Europe & Central Asia,H
Lebanon,2000,3290.0,Middle East & North Africa,H
Lesotho,2000,2460.0,Sub-Saharan Africa,L
Liberia,2000,2120.0,Sub-Saharan Africa,L
Lithuania,2000,3160.0,Europe & Central Asia,H
Luxembourg,2000,3480.0,Europe & Central Asia,H
"Macedonia, FYR",2000,2750.0,Europe & Central Asia,H
Madagascar,2000,2010.0,Sub-Saharan Africa,L
Malawi,2000,2200.0,Sub-Saharan Africa,L
Malaysia,2000,2840.0,East Asia & Pacific,H
Maldives,2000,2440.0,South Asia,H
Mali,2000,2450.0,Sub-Saharan Africa,L
Malta,2000,3330.0,Middle East & North Africa,H
Mauritania,2000,2630.0,Sub-Saharan Africa,M
Mauritius,2000,2900.0,Sub-Saharan Africa,H
Mexico,2000,3040.0,Latin America & Caribbean,H
Moldova,2000,2500.0,Europe & Central Asia,M
Mongolia,2000,2180.0,East Asia & Pacific,M
Montenegro,2000,,Europe & Central Asia,H
Morocco,2000,3060.0,Middle East & North Africa,H
Mozambique,2000,1990.0,Sub-Saharan Africa,L
Myanmar,2000,1910.0,East Asia & Pacific,M
Namibia,2000,2250.0,Sub-Saharan Africa,L
Nepal,2000,2260.0,South Asia,M
Netherlands,2000,3270.0,Europe & Central Asia,H
New Zealand,2000,3170.0,East Asia & Pacific,H
Nicaragua,2000,2130.0,Latin America & Caribbean,H
Niger,2000,2330.0,Sub-Saharan Africa,L
Nigeria,2000,2610.0,Sub-Saharan Africa,L
North Korea,2000,2150.0,East Asia & Pacific,M
Norway,2000,3380.0,Europe & Central Asia,H
Oman,2000,2590.0,Middle East & North Africa,H
Pakistan,2000,2400.0,South Asia,M
Panama,2000,2130.0,Latin America & Caribbean,H
Paraguay,2000,2590.0,Latin America & Caribbean,H
Peru,2000,2370.0,Latin America & Caribbean,H
Philippines,2000,2390.0,East Asia & Pacific,M
Poland,2000,3420.0,Europe & Central Asia,H
Portugal,2000,3540.0,Europe & Central Asia,H
Romania,2000,3140.0,Europe & Central Asia,H
Russia,2000,2880.0,Europe & Central Asia,M
Rwanda,2000,1860.0,Sub-Saharan Africa,M
Samoa,2000,2770.0,East Asia & Pacific,M
Sao Tome and Principe,2000,2380.0,,M
Saudi Arabia,2000,3110.0,Middle East & North Africa,H
Senegal,2000,2160.0,Sub-Saharan Africa,M
Serbia,2000,,Europe & Central Asia,H
Sierra Leone,2000,1990.0,Sub-Saharan Africa,L
Slovak Republic,2000,2780.0,Europe & Central Asia,H
Slovenia,2000,3060.0,Europe & Central Asia,H
Solomon Islands,2000,2350.0,East Asia & Pacific,L
South Africa,2000,2890.0,Sub-Saharan Africa,L
South Korea,2000,3090.0,East Asia & Pacific,H
Spain,2000,3360.0,Europe & Central Asia,H
Sri Lanka,2000,2320.0,South Asia,H
St. Kitts and Nevis,2000,2510.0,Latin America & Caribbean,
St. Lucia,2000,2710.0,Latin America & Caribbean,H
St. Vincent and the Grenadines,2000,2500.0,Latin America & Caribbean,M
Sudan,2000,2210.0,Sub-Saharan Africa,M
Suriname,2000,2550.0,Latin America & Caribbean,M
Swaziland,2000,2350.0,Sub-Saharan Africa,L
Sweden,2000,3100.0,Europe & Central Asia,H
Switzerland,2000,3440.0,Europe & Central Asia,H
Tajikistan,2000,1960.0,Europe & Central Asia,M
Tanzania,2000,2010.0,Sub-Saharan Africa,L
Thailand,2000,2600.0,East Asia & Pacific,H
Timor-Leste,2000,1870.0,East Asia & Pacific,M
Togo,2000,2170.0,Sub-Saharan Africa,L
Trinidad and Tobago,2000,2780.0,Latin America & Caribbean,H
Tunisia,2000,3250.0,Middle East & North Africa,H
Turkey,2000,3660.0,Europe & Central Asia,H
Turkmenistan,2000,2610.0,Europe & Central Asia,M
Uganda,2000,2270.0,Sub-Saharan Africa,L
Ukraine,2000,2900.0,Europe & Central Asia,M
United Arab Emirates,2000,3300.0,Middle East & North Africa,H
United Kingdom,2000,3360.0,Europe & Central Asia,H
United States,2000,3760.0,North America,H
Uruguay,2000,2810.0,Latin America & Caribbean,H
Uzbekistan,2000,2370.0,Europe & Central Asia,M
Vanuatu,2000,2700.0,East Asia & Pacific,L
Venezuela,2000,2450.0,Latin America & Caribbean,H
Vietnam,2000,2240.0,East Asia & Pacific,H
Yemen,2000,2090.0,Middle East & North Africa,M
Zambia,2000,1870.0,Sub-Saharan Africa,L
Zimbabwe,2000,1980.0,Sub-Saharan Africa,L
Afghanistan,2001,1740.0,South Asia,L
Albania,2001,2800.0,Europe & Central Asia,H
Algeria,2001,2890.0,Middle East & North Africa,H
Angola,2001,1830.0,Sub-Saharan Africa,L
Antigua and Barbuda,2001,2090.0,Latin America & Caribbean,H
Argentina,2001,3210.0,Latin America & Caribbean,H
Armenia,2001,2240.0,Europe & Central Asia,H
Australia,2001,3050.0,East Asia & Pacific,H
Austria,2001,3730.0,Europe & Central Asia,H
Azerbaijan,2001,2370.0,Europe & Central Asia,M
Bahamas,2001,2770.0,,H
Bangladesh,2001,2330.0,South Asia,M
Barbados,2001,2840.0,Latin America & Caribbean,H
Belarus,2001,3050.0,Europe & Central Asia,H
Belgium,2001,3750.0,Europe & Central Asia,H
Belize,2001,2760.0,Latin America & Caribbean,M
Benin,2001,2320.0,Sub-Saharan Africa,L
Bolivia,2001,2080.0,Latin America & Caribbean,M
Bosnia and Herzegovina,2001,2900.0,Europe & Central Asia,H
Botswana,2001,2150.0,Sub-Saharan Africa,L
Brazil,2001,2890.0,Latin America & Caribbean,H
Brunei,2001,2880.0,East Asia & Pacific,H
Bulgaria,2001,2820.0,Europe & Central Asia,H
Burkina Faso,2001,2330.0,Sub-Saharan Africa,L
Cambodia,2001,2170.0,East Asia & Pacific,M
Cameroon,2001,2160.0,Sub-Saharan Africa,L
Canada,2001,3500.0,North America,H
Cape Verde,2001,2370.0,,H
Central African Republic,2001,1990.0,Sub-Saharan Africa,L
Chad,2001,2020.0,Sub-Saharan Africa,L
Chile,2001,2870.0,Latin America & Caribbean,H
China,2001,2820.0,East Asia & Pacific,H
Colombia,2001,2820.0,Latin America & Caribbean,H
"Congo, Rep.",2001,2230.0,Sub-Saharan Africa,L
Costa Rica,2001,2800.0,Latin America & Caribbean,H
Cote d'Ivoire,2001,2630.0,,L
Croatia,2001,2740.0,Europe & Central Asia,H
Cuba,2001,3080.0,Latin America & Caribbean,H
Cyprus,2001,2650.0,Europe & Central Asia,H
Czech Republic,2001,3170.0,Europe & Central Asia,H
Denmark,2001,3340.0,Europe & Central Asia,H
Djibouti,2001,1980.0,Middle East & North Africa,M
Dominica,2001,3040.0,Latin America & Caribbean,M
Dominican Republic,2001,2260.0,Latin America & Caribbean,H
Ecuador,2001,2220.0,Latin America & Caribbean,H
Egypt,2001,3410.0,Middle East & North Africa,M
El Salvador,2001,2630.0,Latin America & Caribbean,H
Estonia,2001,3050.0,Europe & Central Asia,H
Ethiopia,2001,1830.0,Sub-Saharan Africa,M
Fiji,2001,2880.0,East Asia & Pacific,M
Finland,2001,3170.0,Europe & Central Asia,H
France,2001,3640.0,Europe & Central Asia,H
Gabon,2001,2700.0,Sub-Saharan Africa,M
Gambia,2001,2520.0,,M
Georgia,2001,2640.0,Europe & Central Asia,H
Germany,2001,3360.0,Europe & Central Asia,H
Ghana,2001,2560.0,Sub-Saharan Africa,M
Greece,2001,3610.0,Europe & Central Asia,H
Grenada,2001,2290.0,Latin America & Caribbean,M
Guatemala,2001,2220.0,Latin America & Caribbean,M
Guinea,2001,2330.0,Sub-Saharan Africa,L
Guinea-Bissau,2001,2280.0,Sub-Saharan Africa,L
Guyana,2001,2760.0,Latin America & Caribbean,M
Haiti,2001,1900.0,Latin America & Caribbean,L
Honduras,2001,2450.0,Latin America & Caribbean,M
Hungary,2001,3090.0,Europe & Central Asia,H
Iceland,2001,3150.0,Europe & Central Asia,H
India,2001,2330.0,South Asia,M
Indonesia,2001,2420.0,East Asia & Pacific,M
Iran,2001,3040.0,Middle East & North Africa,H
Iraq,2001,2250.0,Middle East & North Africa,M
Ireland,2001,3720.0,Europe & Central Asia,H
Israel,2001,3600.0,Middle East & North Africa,H
Italy,2001,3670.0,Europe & Central Asia,H
Jamaica,2001,2800.0,Latin America & Caribbean,H
Japan,2001,2890.0,East Asia & Pacific,H
Jordan,2001,2840.0,Middle East & North Africa,H
Kazakhstan,2001,2890.0,Europe & Central Asia,M
Kenya,2001,2070.0,Sub-Saharan Africa,M
Kiribati,2001,2880.0,East Asia & Pacific,L
Kuwait,2001,3480.0,Middle East & North Africa,H
Kyrgyz Republic,2001,2460.0,Europe & Central Asia,M
Lao,2001,2090.0,,M
Latvia,2001,2900.0,Europe & Central Asia,H
Lebanon,2001,3320.0,Middle East & North Africa,H
Lesotho,2001,2490.0,Sub-Saharan Africa,L
Liberia,2001,2040.0,Sub-Saharan Africa,L
Lithuania,2001,3270.0,Europe & Central Asia,H
Luxembourg,2001,3480.0,Europe & Central Asia,H
"Macedonia, FYR",2001,2630.0,Europe & Central Asia,H
Madagascar,2001,1990.0,Sub-Saharan Africa,L
Malawi,2001,2240.0,Sub-Saharan Africa,L
Malaysia,2001,2820.0,East Asia & Pacific,H
Maldives,2001,2480.0,South Asia,H
Mali,2001,2500.0,Sub-Saharan Africa,L
Malta,2001,3340.0,Middle East & North Africa,H
Mauritania,2001,2630.0,Sub-Saharan Africa,M
Mauritius,2001,2950.0,Sub-Saharan Africa,H
Mexico,2001,3090.0,Latin America & Caribbean,H
Moldova,2001,2530.0,Europe & Central Asia,M
Mongolia,2001,2220.0,East Asia & Pacific,M
Montenegro,2001,,Europe & Central Asia,H
Morocco,2001,3120.0,Middle East & North Africa,H
Mozambique,2001,1980.0,Sub-Saharan Africa,L
Myanmar,2001,1960.0,East Asia & Pacific,M
Namibia,2001,2270.0,Sub-Saharan Africa,L
Nepal,2001,2280.0,South Asia,M
Netherlands,2001,3250.0,Europe & Central Asia,H
New Zealand,2001,3120.0,East Asia & Pacific,H
Nicaragua,2001,2300.0,Latin America & Caribbean,H
Niger,2001,2340.0,Sub-Saharan Africa,L
Nigeria,2001,2610.0,Sub-Saharan Africa,L
North Korea,2001,2100.0,East Asia & Pacific,M
Norway,2001,3420.0,Europe & Central Asia,H
Oman,2001,2680.0,Middle East & North Africa,H
Pakistan,2001,2310.0,South Asia,M
Panama,2001,2270.0,Latin America & Caribbean,H
Paraguay,2001,2640.0,Latin America & Caribbean,H
Peru,2001,2320.0,Latin America & Caribbean,H
Philippines,2001,2370.0,East Asia & Pacific,M
Poland,2001,3420.0,Europe & Central Asia,H
Portugal,2001,3540.0,Europe & Central Asia,H
Romania,2001,3240.0,Europe & Central Asia,H
Russia,2001,2950.0,Europe & Central Asia,M
Rwanda,2001,1910.0,Sub-Saharan Africa,M
Samoa,2001,2820.0,East Asia & Pacific,M
Sao Tome and Principe,2001,2400.0,,M
Saudi Arabia,2001,3080.0,Middle East & North Africa,H
Senegal,2001,2170.0,Sub-Saharan Africa,M
Serbia,2001,,Europe & Central Asia,H
Sierra Leone,2001,2000.0,Sub-Saharan Africa,L
Slovak Republic,2001,2790.0,Europe & Central Asia,H
Slovenia,2001,3060.0,Europe & Central Asia,H
Solomon Islands,2001,2320.0,East Asia & Pacific,L
South Africa,2001,2910.0,Sub-Saharan Africa,L
South Korea,2001,3080.0,East Asia & Pacific,H
Spain,2001,3330.0,Europe & Central Asia,H
Sri Lanka,2001,2360.0,South Asia,H
St. Kitts and Nevis,2001,2540.0,Latin America & Caribbean,
St. Lucia,2001,2610.0,Latin America & Caribbean,H
St. Vincent and the Grenadines,2001,2470.0,Latin America & Caribbean,M
Sudan,2001,2250.0,Sub-Saharan Africa,M
Suriname,2001,2510.0,Latin America & Caribbean,M
Swaziland,2001,2310.0,Sub-Saharan Africa,L
Sweden,2001,3120.0,Europe & Central Asia,H
Switzerland,2001,3380.0,Europe & Central Asia,H
Tajikistan,2001,1960.0,Europe & Central Asia,M
Tanzania,2001,2030.0,Sub-Saharan Africa,L
Thailand,2001,2580.0,East Asia & Pacific,H
Timor-Leste,2001,1940.0,East Asia & Pacific,M
Togo,2001,2160.0,Sub-Saharan Africa,L
Trinidad and Tobago,2001,2830.0,Latin America & Caribbean,H
Tunisia,2001,3260.0,Middle East & North Africa,H
Turkey,2001,3620.0,Europe & Central Asia,H
Turkmenistan,2001,2620.0,Europe & Central Asia,M
Uganda,2001,2280.0,Sub-Saharan Africa,L
Ukraine,2001,2990.0,Europe & Central Asia,M
United Arab Emirates,2001,3320.0,Middle East & North Africa,H
United Kingdom,2001,3400.0,Europe & Central Asia,H
United States,2001,3710.0,North America,H
Uruguay,2001,2870.0,Latin America & Caribbean,H
Uzbekistan,2001,2290.0,Europe & Central Asia,M
Vanuatu,2001,2670.0,East Asia & Pacific,L
Venezuela,2001,2510.0,Latin America & Caribbean,H
Vietnam,2001,2300.0,East Asia & Pacific,H
Yemen,2001,2070.0,Middle East & North Africa,M
Zambia,2001,1850.0,Sub-Saharan Africa,L
Zimbabwe,2001,2030.0,Sub-Saharan Africa,L
Afghanistan,2002,1830.0,South Asia,L
Albania,2002,2860.0,Europe & Central Asia,H
Algeria,2002,2930.0,Middle East & North Africa,H
Angola,2002,1920.0,Sub-Saharan Africa,L
Antigua and Barbuda,2002,2070.0,Latin America & Caribbean,H
Argentina,2002,2980.0,Latin America & Caribbean,H
Armenia,2002,2260.0,Europe & Central Asia,H
Australia,2002,3080.0,East Asia & Pacific,H
Austria,2002,3650.0,Europe & Central Asia,H
Azerbaijan,2002,2460.0,Europe & Central Asia,M
Bahamas,2002,2730.0,,H
Bangladesh,2002,2310.0,South Asia,M
Barbados,2002,2810.0,Latin America & Caribbean,H
Belarus,2002,2980.0,Europe & Central Asia,H
Belgium,2002,3750.0,Europe & Central Asia,H
Belize,2002,2780.0,Latin America & Caribbean,M
Benin,2002,2400.0,Sub-Saharan Africa,L
Bolivia,2002,2100.0,Latin America & Caribbean,M
Bosnia and Herzegovina,2002,2900.0,Europe & Central Asia,H
Botswana,2002,2110.0,Sub-Saharan Africa,L
Brazil,2002,2930.0,Latin America & Caribbean,H
Brunei,2002,2930.0,East Asia & Pacific,H
Bulgaria,2002,2780.0,Europe & Central Asia,H
Burkina Faso,2002,2410.0,Sub-Saharan Africa,L
Cambodia,2002,2260.0,East Asia & Pacific,M
Cameroon,2002,2200.0,Sub-Saharan Africa,L
Canada,2002,3500.0,North America,H
Cape Verde,2002,2320.0,,H
Central African Republic,2002,2000.0,Sub-Saharan Africa,L
Chad,2002,1970.0,Sub-Saharan Africa,L
Chile,2002,2900.0,Latin America & Caribbean,H
China,2002,2830.0,East Asia & Pacific,H
Colombia,2002,2780.0,Latin America & Caribbean,H
"Congo, Rep.",2002,2260.0,Sub-Saharan Africa,L
Costa Rica,2002,2770.0,Latin America & Caribbean,H
Cote d'Ivoire,2002,2670.0,,L
Croatia,2002,2820.0,Europe & Central Asia,H
Cuba,2002,3150.0,Latin America & Caribbean,H
Cyprus,2002,2640.0,Europe & Central Asia,H
Czech Republic,2002,3240.0,Europe & Central Asia,H
Denmark,2002,3370.0,Europe & Central Asia,H
Djibouti,2002,2050.0,Middle East & North Africa,M
Dominica,2002,2980.0,Latin America & Caribbean,M
Dominican Republic,2002,2290.0,Latin America & Caribbean,H
Ecuador,2002,2240.0,Latin America & Caribbean,H
Egypt,2002,3430.0,Middle East & North Africa,M
El Salvador,2002,2640.0,Latin America & Caribbean,H
Estonia,2002,3040.0,Europe & Central Asia,H
Ethiopia,2002,1840.0,Sub-Saharan Africa,M
Fiji,2002,2900.0,East Asia & Pacific,M
Finland,2002,3150.0,Europe & Central Asia,H
France,2002,3660.0,Europe & Central Asia,H
Gabon,2002,2640.0,Sub-Saharan Africa,M
Gambia,2002,2460.0,,M
Georgia,2002,2750.0,Europe & Central Asia,H
Germany,2002,3430.0,Europe & Central Asia,H
Ghana,2002,2660.0,Sub-Saharan Africa,M
Greece,2002,3640.0,Europe & Central Asia,H
Grenada,2002,2310.0,Latin America & Caribbean,M
Guatemala,2002,2360.0,Latin America & Caribbean,M
Guinea,2002,2360.0,Sub-Saharan Africa,L
Guinea-Bissau,2002,2270.0,Sub-Saharan Africa,L
Guyana,2002,2730.0,Latin America & Caribbean,M
Haiti,2002,1900.0,Latin America & Caribbean,L
Honduras,2002,2470.0,Latin America & Caribbean,M
Hungary,2002,3080.0,Europe & Central Asia,H
Iceland,2002,3210.0,Europe & Central Asia,H
India,2002,2290.0,South Asia,M
Indonesia,2002,2450.0,East Asia & Pacific,M
Iran,2002,3030.0,Middle East & North Africa,H
Iraq,2002,2270.0,Middle East & North Africa,M
Ireland,2002,3580.0,Europe & Central Asia,H
Israel,2002,3700.0,Middle East & North Africa,H
Italy,2002,3660.0,Europe & Central Asia,H
Jamaica,2002,2800.0,Latin America & Caribbean,H
Japan,2002,2850.0,East Asia & Pacific,H
Jordan,2002,2940.0,Middle East & North Africa,H
Kazakhstan,2002,2940.0,Europe & Central Asia,M
Kenya,2002,2020.0,Sub-Saharan Africa,M
Kiribati,2002,2860.0,East Asia & Pacific,L
Kuwait,2002,3450.0,Middle East & North Africa,H
Kyrgyz Republic,2002,2490.0,Europe & Central Asia,M
Lao,2002,2140.0,,M
Latvia,2002,3010.0,Europe & Central Asia,H
Lebanon,2002,3270.0,Middle East & North Africa,H
Lesotho,2002,2520.0,Sub-Saharan Africa,L
Liberia,2002,2070.0,Sub-Saharan Africa,L
Lithuania,2002,3280.0,Europe & Central Asia,H
Luxembourg,2002,3480.0,Europe & Central Asia,H
"Macedonia, FYR",2002,2720.0,Europe & Central Asia,H
Madagascar,2002,1950.0,Sub-Saharan Africa,L
Malawi,2002,2170.0,Sub-Saharan Africa,L
Malaysia,2002,2770.0,East Asia & Pacific,H
Maldives,2002,2500.0,South Asia,H
Mali,2002,2500.0,Sub-Saharan Africa,L
Malta,2002,3340.0,Middle East & North Africa,H
Mauritania,2002,2640.0,Sub-Saharan Africa,M
Mauritius,2002,2950.0,Sub-Saharan Africa,H
Mexico,2002,3100.0,Latin America & Caribbean,H
Moldova,2002,2570.0,Europe & Central Asia,M
Mongolia,2002,2230.0,East Asia & Pacific,M
Montenegro,2002,,Europe & Central Asia,H
Morocco,2002,3150.0,Middle East & North Africa,H
Mozambique,2002,2040.0,Sub-Saharan Africa,L
Myanmar,2002,2000.0,East Asia & Pacific,M
Namibia,2002,2220.0,Sub-Saharan Africa,L
Nepal,2002,2280.0,South Asia,M
Netherlands,2002,3250.0,Europe & Central Asia,H
New Zealand,2002,3120.0,East Asia & Pacific,H
Nicaragua,2002,2290.0,Latin America & Caribbean,H
Niger,2002,2310.0,Sub-Saharan Africa,L
Nigeria,2002,2610.0,Sub-Saharan Africa,L
North Korea,2002,2180.0,East Asia & Pacific,M
